user_id,item_id,rating
U196,Red Cotton T-Shirt,2
U791,Khaki Cargo Shorts,5
U354,Floral Summer Dress,3
U504,Leather Baseball Cap,2
U200,Black Polo Shirt,4
U375,White Canvas Sneakers,1
U479,Red Cotton T-Shirt,5
U940,Navy Blue Hoodie,3
U425,Floral Summer Dress,1
U526,Leather Baseball Cap,1
U16,White Canvas Sneakers,3
U347,Khaki Cargo Shorts,4
U79,Black Polo Shirt,3
U132,Blue Denim Jeans,3
U284,Navy Blue Hoodie,5
U307,Navy Blue Hoodie,3
U511,Red Cotton T-Shirt,2
U285,Striped Casual Shirt,5
U662,Lightweight Running Jacket,3
U644,Red Cotton T-Shirt,4
U611,Blue Denim Jeans,4
U982,Navy Blue Hoodie,4
U535,Pink Silk Scarf,1
U101,White Canvas Sneakers,3
U824,White Canvas Sneakers,3
U259,Lightweight Running Jacket,5
U785,Blue Denim Jeans,5
U806,Black Polo Shirt,3
U531,Pink Silk Scarf,4
U732,Navy Blue Hoodie,4
U265,Lightweight Running Jacket,1
U520,Leather Baseball Cap,4
U567,Khaki Cargo Shorts,1
U67,Navy Blue Hoodie,3
U6,Khaki Cargo Shorts,1
U248,Black Polo Shirt,3
U447,Blue Denim Jeans,4
U100,Floral Summer Dress,5
U525,Leather Baseball Cap,3
U925,Black Polo Shirt,1
U311,Floral Summer Dress,2
U95,Pink Silk Scarf,5
U369,Red Cotton T-Shirt,3
U328,Black Polo Shirt,1
U145,Red Cotton T-Shirt,4
U768,Navy Blue Hoodie,4
U409,Red Cotton T-Shirt,4
U949,Black Polo Shirt,5
U136,Khaki Cargo Shorts,4
U247,Leather Baseball Cap,2
U790,White Canvas Sneakers,2
U379,Navy Blue Hoodie,2
U174,Lightweight Running Jacket,1
U755,Blue Denim Jeans,3
U14,Navy Blue Hoodie,5
U201,Lightweight Running Jacket,5
U548,Blue Denim Jeans,4
U258,Navy Blue Hoodie,4
U30,Pink Silk Scarf,5
U431,Pink Silk Scarf,1
U999,White Canvas Sneakers,3
U811,Lightweight Running Jacket,5
U240,Pink Silk Scarf,5
U50,Striped Casual Shirt,5
U603,Navy Blue Hoodie,5
U608,Lightweight Running Jacket,4
U27,Black Polo Shirt,1
U172,Khaki Cargo Shorts,2
U69,Navy Blue Hoodie,3
U660,Lightweight Running Jacket,2
U990,Pink Silk Scarf,4
U827,Lightweight Running Jacket,4
U793,Pink Silk Scarf,4
U908,White Canvas Sneakers,4
U364,Red Cotton T-Shirt,1
U969,Khaki Cargo Shorts,3
U136,Black Polo Shirt,1
U820,Navy Blue Hoodie,2
U826,Navy Blue Hoodie,3
U623,Floral Summer Dress,4
U861,Striped Casual Shirt,3
U497,Navy Blue Hoodie,5
U633,White Canvas Sneakers,2
U362,White Canvas Sneakers,4
U513,Khaki Cargo Shorts,4
U283,Khaki Cargo Shorts,4
U171,Lightweight Running Jacket,2
U658,Pink Silk Scarf,1
U355,Navy Blue Hoodie,3
U883,Blue Denim Jeans,3
U451,Lightweight Running Jacket,1
U173,Khaki Cargo Shorts,3
U979,Floral Summer Dress,1
U895,Red Cotton T-Shirt,5
U694,Khaki Cargo Shorts,2
U284,Floral Summer Dress,5
U486,Lightweight Running Jacket,5
U814,Red Cotton T-Shirt,3
U554,Red Cotton T-Shirt,1
U838,Pink Silk Scarf,1
U431,Grey Wool Sweater,1
U881,White Canvas Sneakers,2
U709,Red Cotton T-Shirt,4
U198,White Canvas Sneakers,5
U623,Navy Blue Hoodie,5
U131,Black Polo Shirt,3
U734,Pink Silk Scarf,4
U9,Leather Baseball Cap,5
U119,Lightweight Running Jacket,4
U385,Black Polo Shirt,2
U645,Khaki Cargo Shorts,5
U408,Leather Baseball Cap,4
U374,Grey Wool Sweater,5
U768,Pink Silk Scarf,2
U799,Blue Denim Jeans,3
U518,Leather Baseball Cap,5
U928,Pink Silk Scarf,3
U113,Striped Casual Shirt,1
U927,Khaki Cargo Shorts,3
U607,Striped Casual Shirt,1
U450,Lightweight Running Jacket,2
U500,Blue Denim Jeans,1
U261,Lightweight Running Jacket,5
U609,Floral Summer Dress,5
U411,Red Cotton T-Shirt,5
U58,Lightweight Running Jacket,4
U250,Khaki Cargo Shorts,1
U391,Lightweight Running Jacket,3
U651,White Canvas Sneakers,2
U610,Pink Silk Scarf,1
U104,Lightweight Running Jacket,3
U683,Floral Summer Dress,4
U234,Lightweight Running Jacket,1
U550,Leather Baseball Cap,4
U665,Black Polo Shirt,4
U864,Lightweight Running Jacket,1
U770,Grey Wool Sweater,5
U55,White Canvas Sneakers,5
U500,Red Cotton T-Shirt,2
U7,Navy Blue Hoodie,4
U896,Leather Baseball Cap,5
U698,Striped Casual Shirt,1
U89,Red Cotton T-Shirt,1
U441,Blue Denim Jeans,4
U614,Grey Wool Sweater,2
U392,Floral Summer Dress,4
U465,Blue Denim Jeans,4
U916,Blue Denim Jeans,3
U371,Lightweight Running Jacket,2
U179,Leather Baseball Cap,2
U200,Floral Summer Dress,4
U857,Pink Silk Scarf,5
U44,Khaki Cargo Shorts,3
U289,Blue Denim Jeans,3
U889,Leather Baseball Cap,1
U152,Striped Casual Shirt,2
U223,Floral Summer Dress,4
U233,Leather Baseball Cap,4
U161,Leather Baseball Cap,3
U40,Blue Denim Jeans,2
U34,Black Polo Shirt,3
U403,Khaki Cargo Shorts,3
U912,Black Polo Shirt,1
U719,Grey Wool Sweater,5
U786,Khaki Cargo Shorts,2
U966,Floral Summer Dress,5
U55,Lightweight Running Jacket,1
U447,Floral Summer Dress,2
U971,Black Polo Shirt,3
U737,White Canvas Sneakers,3
U17,Red Cotton T-Shirt,1
U290,Black Polo Shirt,2
U877,Black Polo Shirt,5
U147,Pink Silk Scarf,3
U983,Red Cotton T-Shirt,3
U69,Red Cotton T-Shirt,1
U625,Floral Summer Dress,3
U208,Pink Silk Scarf,5
U382,Grey Wool Sweater,2
U226,Pink Silk Scarf,1
U477,Khaki Cargo Shorts,2
U149,Blue Denim Jeans,5
U197,Pink Silk Scarf,4
U776,Floral Summer Dress,1
U888,White Canvas Sneakers,2
U617,Striped Casual Shirt,2
U745,Pink Silk Scarf,4
U721,Khaki Cargo Shorts,1
U122,Black Polo Shirt,4
U173,Black Polo Shirt,5
U512,Navy Blue Hoodie,1
U944,White Canvas Sneakers,3
U817,Grey Wool Sweater,2
U163,White Canvas Sneakers,1
U829,Red Cotton T-Shirt,2
U438,Blue Denim Jeans,5
U205,Grey Wool Sweater,2
U202,Black Polo Shirt,4
U914,Pink Silk Scarf,4
U98,Navy Blue Hoodie,4
U910,Striped Casual Shirt,3
U471,Leather Baseball Cap,5
U960,Lightweight Running Jacket,3
U454,Navy Blue Hoodie,2
U938,Red Cotton T-Shirt,1
U294,Red Cotton T-Shirt,4
U509,Red Cotton T-Shirt,1
U312,Striped Casual Shirt,3
U258,Red Cotton T-Shirt,5
U79,Navy Blue Hoodie,3
U874,Leather Baseball Cap,1
U194,Grey Wool Sweater,5
U23,Lightweight Running Jacket,3
U257,White Canvas Sneakers,5
U415,Grey Wool Sweater,1
U273,White Canvas Sneakers,3
U221,White Canvas Sneakers,3
U905,Pink Silk Scarf,3
U199,Khaki Cargo Shorts,5
U730,Black Polo Shirt,4
U662,Leather Baseball Cap,5
U803,Navy Blue Hoodie,5
U114,Black Polo Shirt,4
U297,Red Cotton T-Shirt,1
U735,Pink Silk Scarf,1
U767,Pink Silk Scarf,5
U761,Khaki Cargo Shorts,4
U484,Grey Wool Sweater,5
U948,Navy Blue Hoodie,5
U592,Pink Silk Scarf,5
U941,Blue Denim Jeans,3
U230,Lightweight Running Jacket,2
U325,Black Polo Shirt,4
U29,Navy Blue Hoodie,3
U679,Red Cotton T-Shirt,3
U792,Khaki Cargo Shorts,3
U84,Striped Casual Shirt,1
U301,Red Cotton T-Shirt,1
U147,Red Cotton T-Shirt,3
U118,Striped Casual Shirt,2
U562,Grey Wool Sweater,1
U388,Leather Baseball Cap,2
U483,White Canvas Sneakers,4
U637,Navy Blue Hoodie,1
U427,Floral Summer Dress,3
U39,Navy Blue Hoodie,1
U849,Khaki Cargo Shorts,3
U260,Leather Baseball Cap,4
U707,Leather Baseball Cap,5
U850,Blue Denim Jeans,4
U798,Pink Silk Scarf,4
U601,Leather Baseball Cap,1
U870,Blue Denim Jeans,4
U846,Black Polo Shirt,2
U3,Pink Silk Scarf,5
U863,Floral Summer Dress,2
U479,Navy Blue Hoodie,5
U276,White Canvas Sneakers,4
U189,White Canvas Sneakers,5
U389,Black Polo Shirt,4
U182,Pink Silk Scarf,4
U934,White Canvas Sneakers,4
U744,White Canvas Sneakers,3
U250,Leather Baseball Cap,4
U506,Striped Casual Shirt,2
U314,Floral Summer Dress,2
U444,Red Cotton T-Shirt,1
U853,Blue Denim Jeans,5
U569,Black Polo Shirt,3
U117,White Canvas Sneakers,5
U738,Leather Baseball Cap,1
U581,Navy Blue Hoodie,5
U90,Khaki Cargo Shorts,4
U438,White Canvas Sneakers,4
U528,Khaki Cargo Shorts,5
U583,White Canvas Sneakers,3
U609,Blue Denim Jeans,2
U433,Floral Summer Dress,2
U953,Pink Silk Scarf,1
U919,Grey Wool Sweater,2
U175,Striped Casual Shirt,1
U948,Leather Baseball Cap,1
U837,Striped Casual Shirt,3
U3,Khaki Cargo Shorts,1
U624,Leather Baseball Cap,4
U718,White Canvas Sneakers,4
U979,Black Polo Shirt,5
U392,Pink Silk Scarf,5
U949,Navy Blue Hoodie,3
U261,Leather Baseball Cap,4
U937,Grey Wool Sweater,5
U311,Black Polo Shirt,3
U516,Grey Wool Sweater,3
U11,Blue Denim Jeans,5
U568,Black Polo Shirt,3
U902,White Canvas Sneakers,4
U976,Floral Summer Dress,4
U402,Grey Wool Sweater,4
U962,Striped Casual Shirt,1
U474,White Canvas Sneakers,3
U335,Navy Blue Hoodie,2
U213,Khaki Cargo Shorts,4
U825,Blue Denim Jeans,3
U316,Red Cotton T-Shirt,2
U720,Blue Denim Jeans,3
U329,Leather Baseball Cap,2
U683,Khaki Cargo Shorts,2
U15,Black Polo Shirt,2
U516,Floral Summer Dress,2
U814,Grey Wool Sweater,1
U250,Black Polo Shirt,3
U484,Pink Silk Scarf,2
U235,Red Cotton T-Shirt,4
U577,White Canvas Sneakers,3
U612,Navy Blue Hoodie,1
U784,Red Cotton T-Shirt,4
U963,Floral Summer Dress,2
U751,Floral Summer Dress,4
U128,Pink Silk Scarf,4
U278,Red Cotton T-Shirt,4
U71,Floral Summer Dress,3
U503,Floral Summer Dress,5
U431,Lightweight Running Jacket,2
U63,Grey Wool Sweater,4
U839,Navy Blue Hoodie,1
U756,Grey Wool Sweater,3
U396,White Canvas Sneakers,1
U462,Blue Denim Jeans,4
U561,Khaki Cargo Shorts,3
U306,Leather Baseball Cap,1
U271,Blue Denim Jeans,5
U546,Navy Blue Hoodie,2
U90,Blue Denim Jeans,2
U592,Black Polo Shirt,3
U126,Lightweight Running Jacket,4
U602,Striped Casual Shirt,2
U90,Red Cotton T-Shirt,2
U242,Black Polo Shirt,2
U153,Floral Summer Dress,5
U522,Striped Casual Shirt,4
U824,Blue Denim Jeans,5
U903,Grey Wool Sweater,1
U31,White Canvas Sneakers,1
U295,Striped Casual Shirt,4
U769,Floral Summer Dress,2
U472,White Canvas Sneakers,3
U553,Pink Silk Scarf,2
U910,Leather Baseball Cap,5
U199,Striped Casual Shirt,1
U681,Blue Denim Jeans,4
U355,Pink Silk Scarf,1
U900,Pink Silk Scarf,5
U80,Pink Silk Scarf,1
U821,Khaki Cargo Shorts,1
U221,Lightweight Running Jacket,2
U44,Black Polo Shirt,3
U47,Leather Baseball Cap,1
U94,Striped Casual Shirt,4
U715,Striped Casual Shirt,5
U34,Red Cotton T-Shirt,3
U655,Khaki Cargo Shorts,1
U730,Blue Denim Jeans,4
U380,Floral Summer Dress,1
U291,Grey Wool Sweater,3
U316,Pink Silk Scarf,4
U310,Grey Wool Sweater,5
U770,Red Cotton T-Shirt,4
U984,Black Polo Shirt,4
U505,Lightweight Running Jacket,2
U231,Navy Blue Hoodie,2
U349,Grey Wool Sweater,3
U513,Navy Blue Hoodie,3
U723,White Canvas Sneakers,3
U534,Red Cotton T-Shirt,5
U267,Pink Silk Scarf,2
U430,Lightweight Running Jacket,2
U288,Grey Wool Sweater,1
U540,Leather Baseball Cap,2
U875,Striped Casual Shirt,5
U949,Floral Summer Dress,1
U778,Grey Wool Sweater,3
U799,Striped Casual Shirt,1
U204,Striped Casual Shirt,1
U217,Red Cotton T-Shirt,1
U463,Navy Blue Hoodie,3
U3,Blue Denim Jeans,4
U905,Leather Baseball Cap,1
U59,Floral Summer Dress,2
U901,Navy Blue Hoodie,5
U228,Blue Denim Jeans,3
U362,Blue Denim Jeans,3
U339,Floral Summer Dress,4
U636,Grey Wool Sweater,4
U171,Leather Baseball Cap,5
U62,Red Cotton T-Shirt,4
U375,Black Polo Shirt,3
U386,Blue Denim Jeans,4
U977,White Canvas Sneakers,5
U633,Khaki Cargo Shorts,1
U634,Pink Silk Scarf,4
U968,Grey Wool Sweater,1
U124,Grey Wool Sweater,1
U212,Blue Denim Jeans,5
U434,Black Polo Shirt,5
U270,Blue Denim Jeans,4
U135,White Canvas Sneakers,4
U800,Navy Blue Hoodie,2
U114,White Canvas Sneakers,5
U831,Lightweight Running Jacket,3
U594,Leather Baseball Cap,4
U643,Striped Casual Shirt,4
U635,Blue Denim Jeans,3
U928,Lightweight Running Jacket,5
U785,Navy Blue Hoodie,5
U729,Leather Baseball Cap,3
U836,Lightweight Running Jacket,1
U643,Khaki Cargo Shorts,4
U644,Grey Wool Sweater,2
U2,Leather Baseball Cap,4
U311,Red Cotton T-Shirt,4
U470,White Canvas Sneakers,2
U226,Red Cotton T-Shirt,2
U97,Red Cotton T-Shirt,3
U105,Navy Blue Hoodie,4
U604,Pink Silk Scarf,3
U922,White Canvas Sneakers,5
U72,Floral Summer Dress,2
U6,Floral Summer Dress,3
U175,Blue Denim Jeans,2
U8,Striped Casual Shirt,2
U557,Blue Denim Jeans,2
U175,Grey Wool Sweater,2
U184,White Canvas Sneakers,4
U175,Black Polo Shirt,3
U314,Leather Baseball Cap,4
U746,Floral Summer Dress,1
U773,Black Polo Shirt,5
U291,Leather Baseball Cap,2
U430,Navy Blue Hoodie,1
U11,Leather Baseball Cap,4
U726,Navy Blue Hoodie,3
U512,Blue Denim Jeans,1
U889,White Canvas Sneakers,5
U437,Striped Casual Shirt,4
U187,Navy Blue Hoodie,4
U417,Grey Wool Sweater,4
U566,Red Cotton T-Shirt,3
U118,Pink Silk Scarf,2
U832,Navy Blue Hoodie,1
U828,Black Polo Shirt,1
U545,Red Cotton T-Shirt,3
U669,White Canvas Sneakers,4
U269,Floral Summer Dress,5
U704,Lightweight Running Jacket,1
U329,Floral Summer Dress,2
U803,Black Polo Shirt,1
U927,Red Cotton T-Shirt,4
U656,Khaki Cargo Shorts,2
U220,Black Polo Shirt,5
U948,Lightweight Running Jacket,5
U950,Pink Silk Scarf,1
U467,Floral Summer Dress,1
U964,Red Cotton T-Shirt,4
U640,Khaki Cargo Shorts,3
U794,Leather Baseball Cap,4
U125,Lightweight Running Jacket,3
U707,Red Cotton T-Shirt,4
U79,White Canvas Sneakers,1
U574,Blue Denim Jeans,3
U946,Lightweight Running Jacket,3
U50,Pink Silk Scarf,2
U51,Lightweight Running Jacket,5
U413,Red Cotton T-Shirt,1
U397,White Canvas Sneakers,1
U590,Red Cotton T-Shirt,3
U552,Grey Wool Sweater,5
U645,Pink Silk Scarf,5
U689,Pink Silk Scarf,5
U603,Pink Silk Scarf,2
U448,Lightweight Running Jacket,4
U41,Floral Summer Dress,4
U957,Red Cotton T-Shirt,3
U383,Striped Casual Shirt,3
U279,Grey Wool Sweater,3
U350,Leather Baseball Cap,5
U844,Floral Summer Dress,3
U196,Grey Wool Sweater,5
U656,White Canvas Sneakers,1
U731,Pink Silk Scarf,1
U514,Grey Wool Sweater,4
U478,Lightweight Running Jacket,2
U932,Khaki Cargo Shorts,4
U952,Navy Blue Hoodie,3
U863,White Canvas Sneakers,3
U275,Striped Casual Shirt,4
U570,Khaki Cargo Shorts,1
U56,Grey Wool Sweater,3
U434,White Canvas Sneakers,4
U978,Pink Silk Scarf,1
U360,Leather Baseball Cap,5
U194,Red Cotton T-Shirt,3
U596,Khaki Cargo Shorts,2
U747,Red Cotton T-Shirt,2
U764,Grey Wool Sweater,5
U826,Blue Denim Jeans,2
U501,Grey Wool Sweater,5
U42,Lightweight Running Jacket,5
U813,White Canvas Sneakers,5
U589,Leather Baseball Cap,1
U134,Leather Baseball Cap,1
U281,Lightweight Running Jacket,5
U781,Striped Casual Shirt,3
U700,White Canvas Sneakers,3
U321,Pink Silk Scarf,2
U369,Pink Silk Scarf,3
U204,Navy Blue Hoodie,5
U668,Khaki Cargo Shorts,4
U253,Leather Baseball Cap,2
U726,Blue Denim Jeans,1
U209,Floral Summer Dress,3
U889,Pink Silk Scarf,1
U862,Grey Wool Sweater,2
U100,Lightweight Running Jacket,2
U269,Black Polo Shirt,1
U53,Navy Blue Hoodie,2
U874,Blue Denim Jeans,5
U380,Striped Casual Shirt,5
U25,Floral Summer Dress,4
U789,Khaki Cargo Shorts,5
U308,Grey Wool Sweater,3
U49,Navy Blue Hoodie,4
U76,Floral Summer Dress,4
U994,Grey Wool Sweater,5
U802,Leather Baseball Cap,5
U567,Black Polo Shirt,3
U116,Red Cotton T-Shirt,1
U191,Lightweight Running Jacket,2
U273,Lightweight Running Jacket,5
U699,Navy Blue Hoodie,1
U297,Grey Wool Sweater,3
U829,Leather Baseball Cap,4
U609,White Canvas Sneakers,5
U110,Navy Blue Hoodie,2
U523,Lightweight Running Jacket,1
U318,Black Polo Shirt,5
U738,Floral Summer Dress,1
U174,Pink Silk Scarf,3
U772,Blue Denim Jeans,2
U236,Black Polo Shirt,4
U958,Lightweight Running Jacket,3
U279,Leather Baseball Cap,3
U850,Navy Blue Hoodie,5
U229,Khaki Cargo Shorts,3
U848,Lightweight Running Jacket,4
U523,White Canvas Sneakers,4
U397,Pink Silk Scarf,5
U621,White Canvas Sneakers,3
U682,White Canvas Sneakers,2
U835,Blue Denim Jeans,2
U271,Red Cotton T-Shirt,2
U612,Striped Casual Shirt,3
U64,White Canvas Sneakers,5
U520,White Canvas Sneakers,4
U304,Pink Silk Scarf,1
U606,White Canvas Sneakers,1
U71,White Canvas Sneakers,3
U135,Lightweight Running Jacket,2
U230,Blue Denim Jeans,4
U279,Black Polo Shirt,5
U350,Grey Wool Sweater,2
U921,Red Cotton T-Shirt,1
U21,Navy Blue Hoodie,1
U18,Leather Baseball Cap,5
U677,Floral Summer Dress,2
U289,Floral Summer Dress,5
U506,White Canvas Sneakers,3
U486,Striped Casual Shirt,4
U82,Navy Blue Hoodie,3
U189,Khaki Cargo Shorts,3
U603,Leather Baseball Cap,4
U253,Lightweight Running Jacket,3
U23,Blue Denim Jeans,1
U434,Leather Baseball Cap,5
U334,White Canvas Sneakers,5
U473,Lightweight Running Jacket,2
U303,Blue Denim Jeans,1
U126,Navy Blue Hoodie,3
U667,Lightweight Running Jacket,5
U838,Blue Denim Jeans,3
U184,Pink Silk Scarf,5
U896,Black Polo Shirt,2
U387,Navy Blue Hoodie,5
U320,Striped Casual Shirt,5
U258,Striped Casual Shirt,3
U612,Leather Baseball Cap,3
U741,Pink Silk Scarf,5
U618,Red Cotton T-Shirt,4
U197,Khaki Cargo Shorts,4
U260,Blue Denim Jeans,3
U944,Blue Denim Jeans,1
U25,Navy Blue Hoodie,2
U64,Striped Casual Shirt,4
U239,Khaki Cargo Shorts,1
U183,Khaki Cargo Shorts,2
U903,Lightweight Running Jacket,3
U21,Leather Baseball Cap,1
U928,Floral Summer Dress,3
U102,Striped Casual Shirt,5
U805,Floral Summer Dress,2
U324,Lightweight Running Jacket,5
U70,White Canvas Sneakers,4
U376,Lightweight Running Jacket,2
U226,Leather Baseball Cap,5
U384,Floral Summer Dress,1
U906,Navy Blue Hoodie,2
U710,Pink Silk Scarf,2
U330,Striped Casual Shirt,5
U747,Khaki Cargo Shorts,1
U218,Blue Denim Jeans,4
U510,Red Cotton T-Shirt,3
U42,Red Cotton T-Shirt,1
U233,Red Cotton T-Shirt,5
U672,Pink Silk Scarf,4
U75,Floral Summer Dress,4
U238,Blue Denim Jeans,5
U782,Lightweight Running Jacket,5
U200,Navy Blue Hoodie,4
U237,Floral Summer Dress,1
U760,White Canvas Sneakers,2
U628,Red Cotton T-Shirt,3
U653,Grey Wool Sweater,4
U746,Navy Blue Hoodie,1
U778,Leather Baseball Cap,5
U788,White Canvas Sneakers,4
U686,Pink Silk Scarf,3
U585,Striped Casual Shirt,4
U481,Pink Silk Scarf,3
U256,Navy Blue Hoodie,2
U70,Lightweight Running Jacket,1
U765,Red Cotton T-Shirt,5
U287,Striped Casual Shirt,5
U110,Black Polo Shirt,3
U594,White Canvas Sneakers,2
U168,Leather Baseball Cap,3
U743,Pink Silk Scarf,4
U563,Striped Casual Shirt,3
U663,White Canvas Sneakers,4
U986,Blue Denim Jeans,2
U248,Navy Blue Hoodie,5
U99,Floral Summer Dress,1
U348,White Canvas Sneakers,4
U602,Navy Blue Hoodie,3
U753,White Canvas Sneakers,3
U267,Grey Wool Sweater,5
U882,Striped Casual Shirt,2
U473,Black Polo Shirt,2
U393,Striped Casual Shirt,2
U166,White Canvas Sneakers,5
U367,Navy Blue Hoodie,3
U314,Khaki Cargo Shorts,2
U761,Floral Summer Dress,4
U229,Pink Silk Scarf,2
U313,Navy Blue Hoodie,5
U35,Pink Silk Scarf,4
U803,Striped Casual Shirt,3
U707,Khaki Cargo Shorts,2
U71,Red Cotton T-Shirt,1
U965,Black Polo Shirt,1
U235,Pink Silk Scarf,1
U942,Striped Casual Shirt,5
U185,Floral Summer Dress,2
U879,Blue Denim Jeans,5
U19,Black Polo Shirt,2
U513,Black Polo Shirt,5
U971,Navy Blue Hoodie,3
U378,Khaki Cargo Shorts,2
U425,Red Cotton T-Shirt,1
U340,Lightweight Running Jacket,1
U196,Lightweight Running Jacket,2
U629,Khaki Cargo Shorts,4
U408,Navy Blue Hoodie,4
U531,Black Polo Shirt,5
U491,Striped Casual Shirt,1
U766,Khaki Cargo Shorts,5
U765,Navy Blue Hoodie,4
U602,Lightweight Running Jacket,1
U657,Lightweight Running Jacket,2
U358,Navy Blue Hoodie,3
U959,Red Cotton T-Shirt,1
U245,Black Polo Shirt,1
U73,Navy Blue Hoodie,1
U965,Red Cotton T-Shirt,4
U177,Navy Blue Hoodie,5
U466,Navy Blue Hoodie,2
U18,Navy Blue Hoodie,2
U593,Floral Summer Dress,4
U5,Lightweight Running Jacket,3
U373,White Canvas Sneakers,4
U149,White Canvas Sneakers,3
U511,Lightweight Running Jacket,1
U272,Pink Silk Scarf,2
U126,Floral Summer Dress,4
U394,Red Cotton T-Shirt,5
U98,Khaki Cargo Shorts,3
U323,Navy Blue Hoodie,2
U831,White Canvas Sneakers,4
U392,Red Cotton T-Shirt,1
U935,Navy Blue Hoodie,1
U870,Navy Blue Hoodie,5
U642,Lightweight Running Jacket,3
U854,Khaki Cargo Shorts,4
U992,Leather Baseball Cap,4
U387,Floral Summer Dress,5
U225,Pink Silk Scarf,4
U574,Khaki Cargo Shorts,1
U773,Striped Casual Shirt,5
U979,White Canvas Sneakers,2
U162,Pink Silk Scarf,1
U30,Striped Casual Shirt,3
U466,Red Cotton T-Shirt,2
U252,Grey Wool Sweater,1
U675,Navy Blue Hoodie,5
U357,Lightweight Running Jacket,3
U972,Leather Baseball Cap,2
U582,Red Cotton T-Shirt,3
U757,Red Cotton T-Shirt,1
U882,Grey Wool Sweater,1
U916,Striped Casual Shirt,3
U312,Navy Blue Hoodie,4
U16,Leather Baseball Cap,2
U470,Floral Summer Dress,2
U569,White Canvas Sneakers,5
U401,White Canvas Sneakers,4
U412,Pink Silk Scarf,4
U105,Leather Baseball Cap,1
U12,Floral Summer Dress,1
U605,Red Cotton T-Shirt,2
U251,Leather Baseball Cap,1
U582,Grey Wool Sweater,5
U857,Grey Wool Sweater,2
U779,Khaki Cargo Shorts,2
U128,Grey Wool Sweater,1
U49,Pink Silk Scarf,1
U726,Lightweight Running Jacket,1
U75,Navy Blue Hoodie,4
U79,Red Cotton T-Shirt,2
U573,Floral Summer Dress,1
U204,Leather Baseball Cap,5
U73,Blue Denim Jeans,4
U532,Floral Summer Dress,1
